ID,RRmean,PTdis,STdis,RRTot,SDRR,hbpermin,PQdis,PQslope,QRdis,QRSseg,PQseg,Pseg,NN50,STseg,STslope,Tseg
27,84.53389831,31.84795218,6.633371181,119,2.766881018,90.66666667,13.56238581,-0.054387986,6.073451501,0.087176067,0.100657393,0.06097561,0,0.060022866,0.085202731,0.046160442
28,98.33663366,38.39606486,12.69925891,102,12.14375709,77.71428571,14.25744006,-0.037353394,5.822350764,0.076131466,0.100215517,0.066756466,1,0.097844828,0.051011715,0.111368534
29,191.745098,48.86894126,21.58089982,52,9.952520889,78,17.50666027,-0.089589337,4.942041793,0.048,0.074024691,0.059259259,12,0.084987654,0.055192681,0.078271605
30,239.3658537,92.2206249,28.30518671,42,86.39578696,90,34.5757748,-0.025770176,14.92762068,0.084775641,0.096741453,0.056623932,13,0.081997863,0.030073625,0.093055556
31,61.65644172,37.2883519,12.83905486,164,2.601038887,124.458498,12.8416357,-0.055399919,5.990853973,0.090987043,0.100181021,0.04382622,0,0.100085747,0.051484691,0.094559832
32,252.5526316,97.68431503,26.06810483,39,8.71386484,84.24,33.50579089,-0.018472672,18.96907128,0.079487179,0.082264957,0.061004274,2,0.079433761,0.034412736,0.093162393
33,136.7638889,64.2501023,13.20619949,73,5.667875007,108.6309524,26.7994685,-0.022959056,12.45878855,0.089876543,0.10291358,0.072197531,1,0.057530864,0.062460255,0.093580247
34,82.21487603,19.96389927,12.96733702,122,10.994519,92.95238095,7.112922749,-0.179561932,0,0.012709067,0.056833187,0.054082306,2,0.098206426,0.062222625,0.156800176
35,108.2065217,25.68770714,8.128152484,93,12.54170265,70.85714286,9.243912718,-0.102517204,4.407801042,0.060230152,0.073426943,0.059966216,19,0.069045608,0.16199221,0.093486064
36,240.55,105.2500177,37.10447427,41,4.206839669,87.77006938,34.95753747,-0.020757717,16.61228896,0.092208672,0.097154472,0.07798103,0,0.10304878,0.015509588,0.086653117
37,159.4918033,38.49491164,24.98201881,62,20.61801135,93,13.11826769,-0.102964393,0.247553803,0.001380952,0.052238095,0.06352381,2,0.099904762,0.034425224,0.08347619
38,187.3962264,69.20762215,23.53645414,54,207.1858467,80.35714286,21.85902435,-0.029764284,12.09887687,0.078666667,0.084493827,0.074617284,2,0.092641975,0.026215319,0.108148148
39,215.2,105.7780033,35.20353275,46,93.02726004,99.36,36.51747431,-0.016108011,17.35695884,0.091166667,0.102222222,0.073611111,16,0.097333333,0.013670889,0.107
40,203.1666667,97.68863372,33.36934735,49,101.7634785,105.3134328,36.75592447,-0.037066825,14.48816039,0.07755102,0.101190476,0.055952381,24,0.092630385,0.029438294,0.06893424
41,261.4054054,90.16313882,34.8997008,38,64.06097579,82.08,32.67489815,-0.03682515,11.449407,0.070222222,0.091333333,0.064611111,15,0.096111111,0.019663531,0.099
42,148.1363636,69.25766456,14.24974745,67,9.667011013,100.5,32.26433692,-0.019664608,11.70272691,0.081530864,0.119259259,0.07037037,3,0.061432099,0.056685951,0.098123457
43,104.6,21.95971878,14.05634138,96,15.95678374,73.14285714,7.633873766,-0.118738422,0.169651952,0.030075572,0.06030433,0.051164216,8,0.104524101,0.043862703,0.120098039
44,71.0212766,20.5435322,13.43348647,142,2.125388859,108.1904762,6.903507208,-0.172347699,0.256778499,0.002478448,0.053178879,0.045474138,0,0.105064655,0.057558863,0.105603448
45,78.21259843,37.89764466,13.14100141,128,3.357046699,97.9123506,13.04243028,-0.053709903,6.058373361,0.081814236,0.09624566,0.053005642,0,0.103461372,0.047816118,0.092393663
46,303.1875,87.84375999,37.6314434,33,4.746297899,70.71428571,18.19726719,-0.033018964,16.34542642,0.088222222,0.067055556,0.032222222,0,0.101666667,0.018491458,0.119833333
47,140.7142857,77.00002949,15.39445236,71,3.149343955,105.6547619,33.02070589,-0.019722203,14.35555712,0.10745679,0.126222222,0.070962963,0,0.063407407,0.069743936,0.044641975
48,228.627907,47.1179217,25.01195151,44,22.36070396,65.47619048,22.14744988,-0.052918775,0,0.002320988,0.073382716,0.07545679,1,0.100296296,0.030718791,0.138864198
49,116.5882353,30.61178101,6.414517663,86,8.509225606,65.78486056,12.91078462,-0.05085461,5.896074802,0.082078887,0.097942073,0.060499238,11,0.065024771,0.109566752,0.082602896
50,149.6666667,38.18605392,25.19590802,67,1.172065431,99.70238095,13.07626829,-0.108195819,0,0,0.052246914,0.059654321,0,0.100592593,0.033408223,0.142617284
51,152.5076923,43.20130155,29.82283259,66,2.233473162,98.21428571,13.02398958,-0.077706632,0.171927699,0.012395062,0.057185185,0.062617284,0,0.113432099,0.022297196,0.166864198
52,153.234375,38.55091826,25.01866065,65,6.974825687,96.72619048,13.24443924,-0.115982217,0.20381173,0.001238095,0.05247619,0.062952381,1,0.1,0.038612691,0.088761905
53,240.775,62.67583613,42.656399,41,36.62409555,87.85714286,20.05180122,-0.051802028,0,0.005662393,0.067948718,0.047061966,13,0.115277778,0.01714989,0.094764957
54,269.4722222,108.3333366,34.83826902,37,43.07066939,79.28571429,37.20000349,-0.017200883,18.18717234,0.097833333,0.099333333,0.087222222,4,0.091555556,0.016824103,0.090555556
55,224.8181818,97.13638821,26.66726871,45,11.40429091,96.42857143,39.41308902,-0.014228112,15.91837257,0.085333333,0.109055556,0.069055556,2,0.076333333,0.025732318,0.082833333
56,287.3529412,89.55898305,33.91517748,35,205.6483124,75.2238806,29.85964434,-0.020857462,13.30596533,0.058002646,0.077777778,0.054100529,10,0.097089947,0.013381338,0.097685185
57,148.4328358,38.51088072,24.98544011,68,29.61858225,101.1904762,13.25227939,-0.105332024,0.179609555,0.014666667,0.060246914,0.068049383,4,0.09545679,0.034867958,0.08508642
58,150.1230769,51.93883128,21.40310839,66,22.95112378,99,20.92974851,-0.024374303,4.8795698,0.037878788,0.083212121,0.063090909,10,0.085818182,0.017125588,0.102424242
59,149.3787879,39.2769711,25.13497832,67,13.77829337,99.70238095,13.52965179,-0.105969568,0.364537629,0.013380952,0.059333333,0.063666667,4,0.096666667,0.032934574,0.154238095
60,307.625,55.65832231,36.01812356,33,9.389988019,70.64420218,19.72291577,-0.082387788,0,0,0.054545455,0.068518519,4,0.1,0.031712591,0.076515152
61,128.2467532,71.49359483,15.96718305,78,15.52555986,116.0714286,28.42150383,-0.019659506,13.89088389,0.10454321,0.111358025,0.072098765,2,0.06508642,0.063503974,0.09891358
62,112.5454545,25.77566261,8.355884458,89,13.73772931,68.07968127,9.499013087,-0.098425811,4.187615611,0.060100082,0.078993056,0.058874592,23,0.071997549,0.149388329,0.088950163
63,169.877193,38.12864131,25.14348664,58,13.02773044,87,13.09142142,-0.129726791,0.01754386,0.01017284,0.058074074,0.061432099,1,0.096790123,0.040564807,0.080987654
64,412.3913043,104.1304389,35.09310185,24,12.87309,51.84,33.96351448,-0.02027419,17.66881026,0.069611111,0.095388889,0.075388889,3,0.097722222,0.018690426,0.093888889
65,374.72,56.56301129,38.57002847,26,21.66567793,56.16,18.05924934,-0.08088808,0,0.003944444,0.063611111,0.053888889,6,0.104611111,0.022725356,0.102944444
66,71.36428571,32.10722826,6.921724417,141,2.79338687,107.4285714,14.07398053,-0.037299526,5.746284867,0.087415541,0.107210726,0.058013091,0,0.054845861,0.113340805,0.05041174
67,133.4864865,64.16218846,13.05080045,75,1.74172362,111.6071429,26.54639821,-0.020865938,12.61966049,0.093382716,0.103358025,0.072790123,0,0.055259259,0.060130481,0.092098765
68,151.6461538,47.27823229,27.86897972,66,5.509239147,98.60557769,12.74151066,-0.087882765,3.409072903,0.040049383,0.060296296,0.063111111,3,0.105382716,0.022120057,0.136148148
69,148.7121212,38.39706682,24.82881564,67,19.13727534,100.5,13.22085632,-0.090304178,0.228175718,0.01145679,0.058666667,0.061135802,2,0.095851852,0.028958091,0.159259259
70,124.6625,26.62506501,8.484665556,81,14.06942052,61.71428571,6.937836984,-0.104857135,5.919919915,0.079589844,0.069444444,0.061794705,2,0.082790799,0.096224586,0.10015191
71,227.3953488,64.27910558,24.49549911,44,1.511806787,66,14.65596144,-0.061971356,12.7639272,0.064095238,0.061619048,0.045380952,0,0.094857143,0.02412443,0.121238095
72,115.9651163,19.00832765,12.03211655,87,9.852927406,66.28571429,7.044372994,-0.208701347,0.104663702,0.029058689,0.067168445,0.05044779,2,0.087842988,0.072964707,0.075552591
73,148.1492537,38.95867086,25.96623808,68,23.56334982,101.1904762,13.0463104,-0.096152899,0.014925374,0.010278481,0.05721519,0.060658228,2,0.099696203,0.02900694,0.159544304
74,241.0731707,54.95353339,36.96223375,42,4.506852473,90.26865672,18.05471387,-0.077681308,0,0,0.05,0.059656085,0,0.10271164,0.024320909,0.095568783
75,116.6,21.64196163,10.61751325,86,8.493873224,65.52380952,8.275943817,-0.145997808,1.47571821,0.035251524,0.069931402,0.050114329,13,0.084984756,0.088403294,0.117139863
76,140.3802817,38.00379409,25.02518941,72,2.692536357,107.1428571,13.1054571,-0.127542219,0,0,0.052098765,0.065876543,0,0.1,0.044866583,0.095604938
77,151.3230769,42.74467007,25.56994457,66,25.93845241,99,15.12540421,-0.116069432,1.068071482,0.009234568,0.06,0.053925926,7,0.101432099,0.035402917,0.092148148
78,238.6097561,98.17078106,25.53010313,42,14.0745022,89.91080278,30.13072612,-0.024143173,23.09636907,0.118253968,0.083333333,0.048677249,2,0.071031746,0.037529771,0.072222222
79,83.94117647,20.96699051,13.31432053,120,15.22398269,91.42857143,7.232301868,-0.061190635,0.22149458,0.020111909,0.058488176,0.051942568,9,0.101509713,0.022195707,0.151182432
80,210.5319149,62.0016042,24.02922559,48,8.962928529,71.42857143,25.25942668,-0.060594518,6.50449198,0.033135802,0.082765432,0.055753086,5,0.097185185,0.049350124,0.089185185
81,210.5,62.74024034,39.7259631,47,109.7540234,101.52,19.79487811,-0.058497749,1.741707659,0.008865248,0.054787234,0.049231678,17,0.111170213,0.020670953,0.107387707
82,134.7260274,66.01443329,17.91220962,74,6.030198602,110.5577689,27.02764282,-0.031647625,10.75914242,0.084571429,0.106571429,0.066809524,8,0.071571429,0.049736328,0.070047619
83,289.2647059,56.88447855,38.89150606,35,21.13028051,75.2238806,18.04948907,-0.073963007,0,0,0.05,0.059920635,7,0.108015873,0.021630612,0.198412698
84,88.14159292,37.98231714,13.06757229,114,5.690960472,86.85714286,13.2483708,-0.052581079,5.998309799,0.08441311,0.097418064,0.054115854,7,0.09679878,0.047088751,0.09765625
85,94.62857143,29.99054273,6.532919475,106,6.314393449,80.6019802,12.37268822,-0.041903566,5.677198453,0.084032012,0.094464558,0.057926829,8,0.067787729,0.093313694,0.065691692
86,150.4307692,38.00352756,25.01159805,66,18.37219407,99,13.06277273,-0.097888845,0,0.005481481,0.055160494,0.061037037,3,0.09817284,0.030302807,0.167604938
87,172.1052632,38.00561756,25.02012125,58,12.54141799,87,13.08762008,-0.127490278,0.017543862,0.011654321,0.056938272,0.06,1,0.097777778,0.040109975,0.080246914
88,280.6285714,91.22896249,33.26009824,36,106.7839169,77.14285714,23.2316198,-0.013455157,17.89449607,0.094833333,0.074666667,0.055722222,8,0.093111111,0.009038025,0.101222222
89,140.1,68.34290573,22.70515062,71,20.10838489,106.0756972,19.13715073,-0.030392935,12.82483962,0.094380952,0.075190476,0.069809524,18,0.089952381,0.020172378,0.08752381
90,225.5348837,47.32765451,25.03609142,44,39.69731339,66,21.75745022,-0.058469047,0.3031455,0.001234568,0.071012346,0.072987654,4,0.100691358,0.031766462,0.140246914
91,134.5753425,38.41418956,25.02379877,74,3.144544344,111,13.50484738,-0.11804441,0,4.76E-05,0.053380952,0.065428571,0,0.1,0.043463386,0.09647619
92,89.70909091,28.50954021,6.980929912,111,12.64432712,85.248,11.28586535,-0.044042253,5.275064084,0.073123095,0.085270579,0.059927591,9,0.06521532,0.102336702,0.075362043
93,81.85123967,34.33063011,8.954971062,122,3.892483023,93.32270916,14.14310555,-0.039153086,5.699423901,0.08712843,0.105754573,0.064691311,0,0.076743521,0.086231572,0.095607851
94,87.23684211,31.53534503,6.666668862,115,4.339339896,87.44554455,14.07681389,-0.046744581,5.571009771,0.082174162,0.103896723,0.057450457,0,0.065786966,0.088613003,0.056307165
95,128.2337662,39.17240164,25.129404,78,15.40778695,116.0714286,13.77463696,-0.120624057,0.22129609,0.001481481,0.054617284,0.066222222,2,0.100395062,0.045081051,0.086469136
96,276.5714286,77.37166364,36.20324153,36,104.5221195,77.06640238,34.69101537,-0.017391591,3.521445531,0.017515432,0.096527778,0.04212963,11,0.100540123,0.0130729,0.090277778
97,384.16,55.28232608,36.01601562,26,20.30109357,56.16,19.34479425,-0.081845641,0,0.008,0.070055556,0.063722222,2,0.100666667,0.029733758,0.083555556
98,98.97,38.8800416,13.15439253,101,6.914412484,77.25896414,14.3702435,-0.037612583,5.790990745,0.079318576,0.103732639,0.065700955,1,0.103244358,0.046656845,0.115288628
99,112.5454545,25.77566261,8.355884458,89,13.73772931,68.07968127,9.499013087,-0.098425811,4.187615611,0.068321078,0.080014297,0.060661765,23,0.07128268,0.149388329,0.092320261
100,195.34,38.30509016,25.04738266,51,2.888667513,76.5,13.40090724,-0.135298042,0,4.76E-05,0.052857143,0.064047619,0,0.100047619,0.04678574,0.10752381
101,147.0298507,69.40300479,23.06568724,68,22.22206121,102,19.99440854,-0.031014264,12.79381939,0.08854321,0.075407407,0.064444444,21,0.093481481,0.022552435,0.08454321
102,191.372549,39.49533908,26.15995078,52,3.168229445,78,13.46407556,-0.129274027,0,0.002320988,0.054074074,0.063407407,0,0.102666667,0.041673911,0.107012346
103,142.1323529,40.30976468,26.10691222,69,14.49330922,103.0876494,13.46014942,-0.052462639,0.382984793,0.012938272,0.059061728,0.06182716,6,0.10182716,0.016781489,0.151802469
104,84.11016949,20.58184501,13.60428493,119,3.458675896,91.392,7.020798255,-0.195477318,0.110173626,0.019150152,0.0625,0.051352896,0,0.098894817,0.064195785,0.086556784
105,247.4102564,85.41054387,35.51546835,40,86.44509683,85.71428571,35.54274456,-0.014973875,7.189370722,0.0485,0.097111111,0.063833333,14,0.097444444,0.011348644,0.091833333
106,73.94074074,20.62663611,13.64511719,136,2.496702901,103.6190476,6.980005393,-0.175790442,0.12593099,0.008129223,0.055268159,0.052892736,0,0.103198902,0.05802536,0.102407095
107,249.8461538,108.538499,36.18486199,40,5.699925602,86.4,37.05996907,-0.021651358,17.6569311,0.082388889,0.104166667,0.077,0,0.100722222,0.017230131,0.0985
108,92.4953271,20.96684073,13.98559264,108,6.474065922,82.61354582,6.976925531,-0.177014999,0.130854737,0.022007761,0.056219363,0.049938725,3,0.105187908,0.057105196,0.10692402
109,196.4489796,82.83707594,36.12793359,50,98.1169775,107.4626866,38.92532575,-0.018484748,4.046423732,0.023222222,0.108277778,0.054388889,21,0.099388889,0.017272864,0.089555556
110,92.06481481,38.04631842,13.14360229,109,6.643394308,82.88316832,13.41648993,-0.052338459,5.957114577,0.074599848,0.094750381,0.059165396,4,0.100609756,0.046129487,0.102610518
111,91.08256881,20.69360236,13.53558919,110,9.518816171,83.80952381,7.117368966,-0.198635372,0.148170237,0.023056402,0.060642149,0.047351372,7,0.102658155,0.067898504,0.098704268
112,76.36641221,37.65650193,12.94516491,132,12.73823727,100.3722772,13.05499705,-0.050872805,5.987294435,0.087033155,0.098418445,0.050685976,4,0.100133384,0.046259574,0.10699314
113,228.4418605,64.74421251,24.24006613,44,1.715894581,65.47619048,15.16539716,-0.058497201,12.76241293,0.087111111,0.07382716,0.044790123,0,0.091259259,0.024892407,0.092641975
114,95.57692308,36.76928489,11.35777545,105,6.23527852,80.3187251,14.11688609,-0.039748491,5.808235779,0.082317073,0.102134146,0.063166921,1,0.085842226,0.064486238,0.091987424
115,138.3521127,39.97548508,26.43784426,72,18.59660623,107.5697211,13.20447235,-0.108697488,0.240268918,0.011851852,0.057679012,0.056246914,14,0.102469136,0.034033825,0.106567901
116,109.2555556,38.42225103,12.50716163,91,15.33084118,69.60956175,14.93479808,-0.041103148,5.582094915,0.086604421,0.106564405,0.063500381,16,0.098466082,0.055179258,0.104992378
117,125.835443,21.9528591,14.67359445,80,72.57286698,60.95238095,7.305515152,-0.140478434,0.012664466,0.040777439,0.075552591,0.059355945,13,0.093130716,0.044375832,0.081459604
118,231.8095238,96.04763943,25.8648118,43,12.91591505,92.41791045,38.9560521,-0.013712706,16.07264761,0.086821705,0.108204134,0.070090439,2,0.071447028,0.025192783,0.076873385
119,77.4921875,20.55459032,13.32312365,129,4.192620179,99.072,7.064577843,-0.197466105,0.228592065,0.015100991,0.059260671,0.047827744,4,0.100514482,0.063217246,0.130335366
120,124.625,67.23756932,18.39639102,81,13.50034722,120.5357143,25.48304758,-0.024970957,11.79709751,0.093530864,0.10182716,0.069432099,1,0.073283951,0.031696352,0.079753086
121,298.4375,106.9687618,35.723473,33,10.55325039,71.28,38.94357724,-0.017657549,16.12851397,0.060523504,0.088995726,0.074358974,2,0.099465812,0.016214101,0.089636752
122,241.45,105.5000165,37.12918822,41,4.0059331,88.56,35.05708747,-0.020089055,16.58361035,0.089944444,0.099111111,0.077777778,0,0.101666667,0.014986634,0.0905
123,146.4925373,72.14928175,14.43660982,68,10.84816944,102,34.58612605,-0.015268522,11.90786001,0.082716049,0.127407407,0.070518519,2,0.061975309,0.051329331,0.098469136
124,89.58558559,34.42350996,9.474715772,112,8.802608611,85.67330677,13.63605111,-0.046032505,5.81893198,0.084841845,0.10241997,0.065120046,4,0.078649009,0.07661937,0.092463796
125,305.6875,107.1250428,31.3162891,33,8.360762151,70.64420218,35.75604538,-0.018142333,19.10065471,0.111363636,0.099410774,0.09040404,0,0.086868687,0.015029902,0.103114478
126,262.0810811,54.11065598,36.01717794,38,43.33301493,81.42857143,18.18198223,-0.090391671,0,0.007264957,0.06517094,0.060149573,1,0.10090812,0.030882568,0.097863248
127,94.56190476,30.4763104,6.734901222,106,7.284587526,81.408,12.65460928,-0.051094325,5.76313522,0.081554878,0.094512195,0.060165777,9,0.065024771,0.110166475,0.061118521
128,146.3134328,71.74632207,14.64119689,68,8.573142643,102,34.33205931,-0.014488373,11.59514555,0.07654321,0.123950617,0.069333333,1,0.06508642,0.044792357,0.097925926
129,195.18,54.00348941,36.01062398,51,3.636976766,110.16,18.06143317,-0.08256854,0,0,0.05,0.057189542,0,0.1,0.024251505,0.175490196
130,150.6307692,38.21676293,25.06596929,66,9.608600684,99,13.1623584,-0.058736636,0.015384615,0.011380952,0.058238095,0.069571429,3,0.096142857,0.018130054,0.152761905
131,72.81021898,31.98550039,12.3314067,138,1.897108236,105.1428571,7.951416048,-0.090426173,6.121622216,0.086141748,0.061887255,0.059538399,0,0.095332925,0.041185531,0.10963031
132,145.0588235,39.10598727,24.86620454,69,9.227328899,102.6785714,13.57819246,-0.096789263,0.383296162,0.002469136,0.05382716,0.062864198,2,0.099506173,0.032362105,0.091604938
133,472.2666667,74.46754622,37.6749343,16,437.3031697,34.3880597,28.02326024,-0.037731675,4.402067986,0.022916667,0.0765625,0.066493056,7,0.104340278,0.017852594,0.092708333
134,122.6296296,21.92827136,13.84372202,82,72.94009794,62.976,7.484444703,-0.13100779,0.336974728,0.047017912,0.063595655,0.053258384,30,0.101133765,0.047826106,0.101419588
135,209.9565217,57.7851814,36.20571379,47,43.55154693,101.52,19.46550262,-0.074533264,1.110237603,0.00534188,0.053472222,0.058119658,5,0.100694444,0.023464149,0.094604701
136,95.74038462,39.33659427,13.09768509,105,6.751061444,80,15.1629617,-0.034602246,5.648823704,0.086681548,0.114087302,0.06547619,5,0.099888393,0.04110728,0.101190476
137,139.9571429,24.6181058,9.333912441,71,7.594049765,54.528,9.003888979,-0.119159787,3.339975385,0.052639101,0.078172637,0.058307927,24,0.089319741,0.136778715,0.094369284
138,209.7173913,59.00177732,24.24265005,47,9.412440989,70.5,24.75039534,-0.071210687,5.088765393,0.035604938,0.084839506,0.058024691,5,0.095950617,0.045659399,0.089925926
139,287.5757576,93.57689482,23.7603135,34,25.34612552,73.44,38.83505458,-0.024583297,15.58140758,0.085444444,0.102277778,0.079277778,7,0.076277778,0.053784288,0.0985
140,303.21875,89.90626101,37.41239965,33,6.101917603,70.71428571,20.63360165,-0.02976849,16.15590688,0.088782051,0.081410256,0.043696581,1,0.103899573,0.018079492,0.119497863
141,297.1515152,72.66705949,28.06753841,34,10.92708953,73.07462687,16.06853976,-0.068808174,14.04985715,0.079493464,0.044526144,0.049918301,3,0.077369281,0.023132192,0.102941176
142,124.5063291,24.74984925,8.572637311,80,11.8266738,60.95238095,8.653814052,-0.10559668,3.967600553,0.060075431,0.075323276,0.060290948,17,0.079795259,0.143648212,0.098383621
143,240.9512195,63.73173966,24.49485042,42,36.31162632,62.5,14.10093625,-0.062821123,12.76720333,0.104405063,0.083037975,0.047797468,1,0.082835443,0.023981447,0.098835443
144,105.7234043,38.1383778,12.61948272,95,7.168792081,72.38095238,13.96512527,-0.05124565,6.02276543,0.088312922,0.106999578,0.068042652,7,0.095069679,0.045575872,0.08704603
145,246.4615385,58.74556433,40.75327287,40,62.98670847,86.4,18.05071281,-0.074796528,0,0.007264957,0.064957265,0.052457265,18,0.110790598,0.021875434,0.121581197
146,105.4623656,19.00869832,12.02950208,94,10.11711968,72.192,7.068159405,-0.204095421,0.075280379,0.032298018,0.072122713,0.051257622,2,0.084127287,0.069972827,0.079935213
147,338.1785714,54.00270845,36.01140942,29,19.48085795,62.64,18.05807217,-0.080194327,0,0,0.05,0.062164751,4,0.1,0.025129002,0.090804598
148,155.015873,38.00389553,25.01780784,64,1.350979227,96,13.06908715,-0.114531212,0.015873016,0.00237037,0.053135802,0.063555556,0,0.099604938,0.037731713,0.085530864
149,1122.875,102.8750026,33.88262013,9,961.8107191,19.34328358,30.00597016,-0.019011491,20.28888186,0.109259259,0.083950617,0.092592593,4,0.094444444,0.019496146,0.09691358
150,288.6060606,97.21259073,36.54786517,34,21.28584591,73.07462687,26.25659851,-0.031898563,18.10346148,0.095669935,0.073039216,0.065114379,7,0.10130719,0.011151349,0.127614379
151,81.86885246,30.82795446,8.116947275,123,8.472666582,93.71428571,11.67383161,-0.0395826,5.572143891,0.072635135,0.085040118,0.06213049,3,0.070259713,0.071015323,0.078230574
152,159.516129,67.53270207,15.1876764,63,21.16581384,93.75,31.63866714,-0.023430641,10.47798864,0.064691358,0.110320988,0.067506173,6,0.069333333,0.060633921,0.096049383
153,170.2931034,39.62518783,25.11663659,59,19.09234241,87.79761905,14.58544244,-0.096888501,0,0.022567901,0.064888889,0.067654321,2,0.095061728,0.032311478,0.100197531
154,151.4461538,44.89332051,28.698031,66,5.233121643,98.21428571,13.13951287,-0.069803757,1.53396035,0.025037037,0.061333333,0.063407407,5,0.10691358,0.019458111,0.144691358
155,280.6571429,96.17144401,25.12403509,36,7.946042527,77.37313433,38.88850204,-0.011802074,16.57746724,0.089529915,0.111485043,0.073237179,0,0.077724359,0.028409119,0.089636752
